external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
F52D10.6,147,103,109,120
abts-2,158,126,153,154
F52D10.2,1052,1009,1012,1091
ftt-2,24290,23473,24443,24803
F52D10.4,8,7,4,6
sto-3,2,3,1,5
twk-44,11,8,4,3
sto-6,58,33,46,42
sto-4,680,689,641,650
cutl-11,113,101,82,83
T04F8.2,1428,1363,1298,1531
T04F8.3,48,52,52,60
sfxn-1.5,793,850,810,923
T04F8.6,1113,959,876,899
hnd-1,270,246,218,244
C44C10.7,1,0,1,1
C44C10.10,1,2,3,2
C44C10.5,40,29,32,29
C44C10.4,617,546,504,595
C44C10.6,0,0,0,0
C44C10.3,33,32,33,46
col-180,37,37,43,23
gst-42,882,903,857,914
D1053.2,2,0,0,2
D1053.3,85,79,67,85
nspa-9,0,0,0,0
C40H5.7,5,2,2,1
C40H5.2,16,20,7,18
C40H5.3,16,9,13,12
lact-7,53,41,48,52
ttx-3,39,29,43,44
Y102F5A.1,1,0,1,0
rsd-3,1688,1550,1506,1563
C34E11.2,117,86,117,96
tag-241,1923,1552,1470,1596
taf-7.1,280,226,159,217
F54F7.2,807,763,697,747
F54F7.3,431,385,341,388
xtr-1,48,41,42,49
F54F7.6,282,273,237,306
F54F7.7,0,1,0,1
Y62H9A.1,7,3,2,3
Y62H9A.2,0,0,1,0
Y62H9A.3,2961,3115,2822,3375
Y62H9A.4,2958,2978,2531,2945
Y62H9A.5,12101,12596,12182,12801
Y62H9A.6,11981,11935,12030,13555
Y62H9A.7,0,0,0,0
Y62H9A.8,1,0,1,0
Y62H9A.9,2,0,1,4
Y62H9A.10,1,4,1,2
Y62H9A.11,2,4,1,0
Y62H9A.12,2,5,3,8
Y62H9A.13,18,16,16,17
Y62H9A.14,1,1,1,5
F55G7.1,16,14,11,9
F55G7.2,139,166,134,158
F55G7.3,1,0,0,1
nfya-1,808,761,729,870
lsd-1,1284,1193,1126,1368
T08D10.3,12,11,13,13
sams-1,5099,4866,5281,5264
set-6,509,445,414,507
nhr-167,5,2,5,4
C49F5.3,401,381,396,456
C49F5.5,0,0,0,2
C49F5.6,1628,1496,1443,1683
C49F5.7,416,409,363,552
W06B3.1,41,44,43,45
ucr-2.1,6585,6499,7109,6775
B0198.2,34,38,49,50
tsp-20,271,223,233,273
B0198.3,327,263,287,289
lgc-23,19,17,19,29
C15A7.2,35,37,32,19
W03G11.4,2190,1827,1908,2074
W03G11.3,485,426,370,431
W03G11.2,39,45,24,49
lgc-13,6,9,4,10
lgc-14,0,4,0,1
lgc-15,0,1,0,0
lgc-16,0,0,0,0
lgc-17,1,0,0,1
lgc-18,5,2,2,1
T01H10.8,907,771,721,801
M153.3,21,8,22,18
M153.1,627,515,589,549
M153.2,306,315,305,307
F57G12.2,100,66,60,58
F57G12.1,3577,3264,3252,3460
cab-1,3320,3017,2979,3141
C23H4.6,498,440,376,514
E01G6.3,129,105,97,97
E01G6.2,156,127,186,174
E01G6.1,187,148,183,158
otpl-8,11,12,19,10
C04B4.6,0,0,0,0
C04B4.1,0,0,0,2
C04B4.2,2019,1906,1825,2110
lips-2,1,0,0,2
C04B4.5,0,0,0,0
C04B4.4,0,0,2,0
W06D11.1,389,320,291,335
W06D11.2,34,32,29,57
W06D11.3,487,486,418,535
W06D11.5,0,1,0,1
W06D11.4,0,0,0,1
PHD-finger,1227,1186,904,1168
F17A2.4,0,1,1,0
xtr-2,11,2,3,2
ceh-40,410,331,309,370
F17A2.13,432,401,303,418
srd-40,1,1,1,0
srd-41,0,0,0,0
srd-45,0,0,0,0
srd-46,0,0,0,0
srd-47,0,0,0,0
srd-48,0,0,0,0
srd-44,0,0,0,0
zig-2,37,58,59,56
nspc-9,401,423,353,364
F42F12.3,280,270,269,356
F42F12.4,321,280,277,335
nspc-13,185,190,224,154
nspc-15,0,2,3,0
F19H6.6,4,1,3,2
F19H6.5,2,6,1,3
F19H6.4,481,494,589,573
F19H6.3,16,6,7,9
glb-13,56,45,31,40
nekl-3,257,201,194,196
F17E5.2,710,664,600,702
med-1,0,1,2,0
T18D3.8,32,32,30,33
T18D3.7,80,62,65,71
T18D3.6,126,112,116,142
T18D3.1,1173,1171,1008,1180
odr-7,12,6,7,6
T18D3.5,7,6,6,9
T18D3.3,249,226,230,210
myo-2,5749,4309,5359,4669
F45E6.1,2,1,1,3
atf-6,954,848,792,897
tbc-13,501,490,471,563
lips-1,20,16,22,14
sdz-19,14,18,19,26
C16D6.1,13,8,10,5
C16D6.3,0,0,0,0
C16D6.2,50,31,50,34
T24D5.1,2,1,0,0
T24D5.3,2,7,6,2
T24D5.2,187,152,172,172
T24D5.4,0,0,0,0
T24D5.5,26,19,15,28
R09A8.2,1002,938,870,954
tag-147,5443,5347,5303,5649
col-182,19,12,9,9
R09A8.5,123,116,90,109
H36L18.1,59,38,45,37
H36L18.2,420,456,415,490
C02B4.3,0,2,0,1
nhr-17,531,431,458,483
adt-1,314,226,260,223
ugt-50,1740,1554,1492,1621
nhr-26,31,15,24,25
nhr-215,0,0,0,0
nhr-272,0,0,1,0
nhr-27,5146,4704,4920,4887
pgp-12,103,102,103,82
pgp-13,126,102,131,129
pgp-14,567,518,540,498
T22H6.1,1,1,2,3
T22H6.2,3441,2949,3136,3053
str-124,1,0,0,1
str-123,0,0,0,0
abf-5,46,28,37,50
C52G5.2,353,272,294,282
chd-3,7630,6984,6628,7531
T14G8.2,52,68,53,79
T14G8.4,18,27,19,14
bcat-1,6523,6030,6098,6634
gpc-1,16,17,14,23
pqn-18,450,423,354,476
C34E7.3,9,6,8,8
C34E7.4,1651,1414,1509,1546
C05E7.2,82,41,58,28
C05E7.3,21,11,15,13
C05E7.4,3,3,4,2
ppk-3,2300,2131,2023,2279
F11C1.4,12,7,10,11
F11C1.3,349,368,362,359
F11C1.2,307,263,257,282
F11C1.1,198,173,152,174
C53C7.3,3,4,7,12
K03A11.1,669,610,559,701
K03A11.5,148,86,98,95
cpx-2,33,26,19,23
ceh-28,1,4,1,2
K03A11.4,4,6,11,6
str-10,0,0,0,0
R03G8.1,0,0,0,0
R03G8.3,224,175,193,212
R03G8.6,1008,899,842,893
R03G8.4,1,5,0,2
F17H10.1,1497,1395,1353,1418
F17H10.4,0,0,0,0
F09A5.1,49,50,46,52
F09A5.2,104,91,108,102
F09A5.3,15,11,5,7
F09A5.4,6562,6072,6444,6454
nlp-3,96,75,98,118
cwp-5,8,2,9,11
gpa-6,2,5,5,7
R12H7.4,11,1,2,6
asp-4,16996,15613,15794,17110
skr-20,364,321,333,339
skr-19,960,890,836,909
skr-21,993,871,919,963
K08H2.2,74,69,59,73
K08H2.3,248,252,217,265
K08H2.4,92,81,88,84
K08H2.5,2,0,1,1
hpl-1,244,261,257,235
K08H2.7,4,9,5,7
nhr-32,518,429,433,455
cyp-14A1,42,36,29,39
cyp-14A2,34,40,34,42
cyp-14A3,34,30,30,39
cyp-14A4,8,7,11,12
R04D3.2,1958,1834,1689,1945
R04D3.4,451,400,380,430
R04D3.3,3649,3570,3322,3759
srd-38,0,0,0,0
srd-36,0,1,0,0
srd-39,0,0,0,2
srd-42,0,0,1,0
srd-43,0,0,0,0
srxa-8,0,2,0,0
F46G10.2,299,250,278,287
sir-2.3,72,57,51,77
ptr-24,1418,1416,1347,1464
mxl-3,320,306,343,315
C49F8.1,37,34,49,39
C49F8.2,364,371,381,357
C49F8.3,297,222,296,222
F02C12.4,6,2,6,6
F02C12.3,11,8,8,18
F02C12.2,7,4,0,2
F02C12.1,590,491,419,535
cyp-13B1,1845,1619,1361,1520
C29F7.1,248,236,231,229
C29F7.2,2287,2043,1780,2071
C29F7.3,971,1008,948,1041
fkh-3,120,105,110,141
fkh-4,334,298,276,346
C29F7.6,74,60,82,72
C29F7.7,0,0,0,0
set-8,1,0,0,0
F02D10.6,111,90,94,108
flr-1,228,152,184,195
F02D10.4,6,2,3,7
F02D10.3,0,1,2,0
F02D10.2,0,0,0,0
col-183,4,3,7,4
col-184,12594,13500,13508,13949
tre-4,217,175,161,210
efn-3,32,37,28,37
srd-50,3,0,1,1
srd-51,2,0,6,2
F15A2.7,1,0,1,0
H06A10.1,155,115,120,127
F18H3.1,301,333,273,288
pab-2,14713,14079,13595,14564
F18H3.4,659,610,609,698
acr-12,71,56,71,76
R01E6.5,1,4,3,1
cah-4,6417,6533,6932,7423
glb-20,57,46,46,52
R01E6.2,32,13,18,22
R01E6.7,33,28,44,32
F54B11.11,59,51,50,46
F54B11.10,45,36,23,33
col-9,0,3,2,2
col-44,6,1,1,0
F54B11.4,1,0,0,0
F54B11.5,460,425,398,430
bra-1,416,402,340,409
F54B11.7,4,1,4,7
F54B11.8,6,7,6,11
F54B11.9,13,8,12,6
Y12A6A.2,61,51,69,50
Y12A6A.1,312,253,298,312
nlg-1,847,679,770,741
twk-20,3,1,1,1
acr-9,31,28,42,18
C40C9.3,5,8,1,4
C40C9.4,0,0,0,0
C04A11.1,56,41,49,51
C04A11.2,424,421,435,474
gck-4,2954,2778,2460,2950
adm-2,1142,1110,948,1090
K02D3.1,41,38,34,35
K02D3.2,27,17,31,24
K11E4.1,52,50,40,42
K11E4.2,89,68,66,65
K11E4.3,4,4,6,5
pix-1,1681,1519,1385,1659
aakb-1,680,654,667,689
F55F3.3,2617,2325,2279,2466
F55F3.4,7,4,4,5
ZK1086.3,1,0,2,0
ZK1086.2,11,6,11,8
twk-23,13,14,16,10
F19D8.2,13,11,10,13
M03B6.1,76,78,60,70
M03B6.2,1472,1405,1402,1358
M03B6.4,318,324,307,342
M03B6.3,1071,884,870,920
T21H8.5,261,231,217,242
sra-37,8,7,7,3
sra-38,0,0,0,0
sra-39,4,0,1,2
Y26E6A.2,105,86,58,81
ekl-5,1667,1562,1527,1651
meg-2,1182,1172,1267,1311
meg-1,6457,6107,6317,6918
elt-3,858,887,816,902
alg-1,5884,5324,5853,5987
syn-2,232,185,197,183
F48F7.3,60,63,47,41
pqn-39,1599,1595,1517,1736
F48F7.5,157,150,120,151
F48F7.6,1468,1233,1182,1304
F48F7.7,7,7,4,10
C31E10.1,1,0,0,0
C31E10.3,5,2,3,5
C31E10.4,0,0,0,0
C31E10.5,1301,1123,1004,1222
C31E10.6,540,457,442,529
C31E10.7,1693,1600,1356,1802
tbc-19,365,319,303,336
C04C11.2,2352,1929,1919,1988
lgc-21,194,113,168,111
beta-mannosidase,1722,1518,1431,1666
C33G3.5,1,2,0,0
C33G3.6,579,528,406,536
F16B12.1,11,4,14,9
dsl-4,1,0,1,1
F16B12.4,365,291,246,313
F16B12.5,1,0,0,0
F16B12.6,3738,3668,3567,3801
F16B12.7,5,5,3,3
nhr-281,3,3,4,4
F28H6.7,0,0,0,0
F28H6.6,590,507,508,526
F28H6.4,1193,1023,1067,1139
nkat-1,2,4,2,2
F28H6.2,83,75,70,74
lgc-25,124,130,138,134
R03E1.2,4398,4146,4291,4435
sym-4,2378,2368,2385,2529
C37E2.1,2830,2757,2978,3032
C37E2.3,0,0,3,2
ceh-36,295,286,245,300
ceh-37,544,484,506,537
K06G5.3,7,2,6,3
cyp-13B2,205,198,192,223
srg-36,0,3,0,0
srg-37,1,0,1,2
K04C1.2,1626,1582,1330,1598
K04C1.3,289,220,211,306
K04C1.4,45,28,32,29
K04C1.5,1461,1312,1116,1414
E02H4.6,589,597,606,686
E02H4.5,14,9,9,3
E02H4.4,52,50,54,36
del-1,37,39,41,34
E02H4.2,23,21,20,22
C11H1.2,363,352,313,388
C11H1.3,1068,938,899,940
C11H1.5,12,3,6,15
C11H1.7,138,110,117,123
K04G11.1,3,7,2,4
sel-7,262,215,210,211
K04G11.3,63,54,40,64
K04G11.4,307,277,303,354
irk-3,141,100,93,123
Y60A9.3,13,21,15,16
Y60A9.1,0,0,1,2
T14C1.1,48,45,48,48
F23D12.2,655,606,527,753
F23D12.1,1024,1158,804,1192
F23D12.3,55,55,53,71
F23D12.4,84,81,59,74
F23D12.5,703,638,555,679
M163.6,3,1,0,1
M163.7,1,0,0,1
M163.5,9,6,7,3
gfi-3,1648,1611,1679,1721
his-24,13252,14288,13635,13888
ztf-14,18,19,27,11
M163.1,988,782,742,888
fbxa-141,101,73,91,67
D1025.2,116,142,136,136
D1025.1,218,219,223,250
nspc-16,39,28,44,23
nspc-20,309,273,284,205
T24C2.5,63,67,82,85
fbxa-81,6,5,4,2
T24C2.3,8,7,7,11
T24C2.2,136,170,148,170
ram-5,16,13,14,14
nhr-3,1019,820,875,828
C44H4.1,157,137,139,138
sym-5,975,878,921,934
sym-1,6388,5671,5352,6009
C44H4.4,908,848,908,952
tap-1,597,529,452,526
C44H4.6,35,24,27,25
rbc-1,13262,11870,11651,12997
F54E4.2,214,182,212,213
F54E4.3,737,671,774,615
F54E4.4,33,18,26,17
syg-2,1485,1307,1290,1321
C26G2.2,333,313,288,327
slt-1,1231,962,957,975
csq-1,3714,3211,2933,3115
sox-3,74,67,67,63
hch-1,7054,6121,5836,6722
F40E10.5,240,172,174,159
F40E10.6,2728,2764,2722,2794
F33C8.2,5,1,7,7
tsp-8,305,310,319,260
F33C8.4,90,79,57,60
C05G5.1,250,185,225,199
C05G5.2,676,662,638,794
C05G5.3,146,133,109,159
C05G5.4,3465,3421,3321,3618
C05G5.5,191,192,164,194
Y16B4A.2,7185,6446,7063,8196
unc-3,281,230,253,291
F42D1.2,4233,3933,4073,4461
sprr-2,81,83,89,93
atf-5,1541,1504,1378,1670
T04C10.3,4,4,4,1
epn-1,8913,8335,8641,9537
mbk-1,2519,2449,2307,2625
dpf-2,2087,1852,1655,1942
egrh-1,898,826,818,974
tag-324,86,85,68,66
C27C12.1,393,396,407,447
C27C12.4,831,734,712,737
dmd-4,90,69,74,78
C27C12.3,535,470,547,599
F31F6.1,217,209,230,304
F31F6.2,146,164,181,215
F31F6.3,106,77,93,118
daf-6,235,163,217,168
nac-1,552,478,448,423
lips-8,1,0,1,1
hex-5,252,211,224,234
Y70D2A.1,38,13,23,20
F14F4.1,9,8,9,7
mrp-5,11410,10497,10444,11619
pag-3,96,68,92,73
F45B8.3,17,15,12,6
rgs-10,55,61,55,72
rgs-11,536,457,505,514
F20D1.1,1467,1388,1533,1499
tbc-1,1124,1183,1061,1147
F20D1.3,3182,3032,3290,3399
tag-299,190,192,165,199
F20D1.4,6,8,5,8
rbg-1,1622,1357,1283,1410
F20D1.7,188,120,161,147
cutl-3,124,85,112,103
F20D1.9,775,747,664,720
C18B12.6,769,697,614,738
C18B12.1,0,0,0,0
C18B12.2,60,60,52,56
dsc-1,15,5,8,5
C18B12.4,1416,1302,1312,1450
fbxa-97,43,35,50,64
H03G16.1,0,0,0,0
H03G16.5,21,16,22,19
fbxa-96,1,3,4,0
H03G16.2,5,0,4,1
H40L08.3,66,49,49,73
H40L08.1,1263,1148,1153,1302
F09B12.5,11,12,11,0
flr-4,171,118,126,137
F09B12.3,1487,1180,1278,1253
dhhc-1,630,607,557,697
mlt-9,2241,1473,1950,1723
R07D5.2,104,130,116,117
unc-7,309,275,324,282
C11G10.2,6,4,7,6
C11G10.1,81,49,83,82
T10B10.8,145,120,145,128
T10B10.9,0,0,0,1
ocr-3,14,9,12,3
ucr-2.2,2136,2062,2254,2159
col-41,196,103,214,119
T10B10.3,2298,2175,2186,2355
phat-6,157,138,134,190
T10B10.5,21,25,28,15
H03A11.1,803,661,707,730
H03A11.2,449,363,321,446
F39B1.1,2182,2143,2040,2288
F46F2.4,5,3,2,8
F46F2.3,3444,3576,2830,2793
jud-4,15,6,9,10
glb-28,21,20,23,19
Y15E3A.3,10,10,9,9
Y15E3A.4,735,620,731,655
C33A11.1,980,789,875,822
C33A11.2,235,284,284,311
tag-97,358,314,324,305
pqn-36,450,386,404,382
F39D8.3,40,15,44,30
nas-13,25,11,20,26
R03A10.1,78,80,59,93
flp-32,21,18,29,40
R03A10.3,157,136,126,129
R03A10.5,515,432,425,454
sprr-1,17,13,9,14
C46E1.1,15,10,7,21
gcy-36,61,39,45,43
H13N06.2,121,97,92,104
gob-1,3211,2670,2533,2815
tbh-1,8406,7963,7061,8143
hke-4.2,3677,3551,3576,4054
gas-1,3860,3482,3456,3679
K09A9.4,876,788,761,843
ent-2,4572,4296,4402,4720
rab-14,1354,1329,1446,1498
nipi-3,1993,1920,1900,1985
K09E9.3,965,960,903,1044
erv-46,1065,933,921,1028
K09E9.1,307,261,336,306
H08J19.1,0,1,0,0
F59D12.5,131,114,139,148
F59D12.3,9,9,9,7
F59D12.1,115,92,114,102
F59D12.2,275,255,265,228
gpn-1,85,109,80,93
C03H12.1,995,917,793,910
ZK662.2,88,61,80,60
ZK662.5,65,55,60,67
lin-15B,2917,2708,2719,2940
lin-15A,1065,1067,1003,1134
srg-64,0,1,1,0
nhr-255,0,1,1,0
ZK678.3,5,9,16,10
srxa-9,5,9,17,10
wrt-4,136,84,103,98
Y7A5A.1,1924,1827,1892,1993
Y7A5A.2,36,31,14,26
Y7A5A.3,5,0,2,5
Y7A5A.5,1,1,0,0
Y7A5A.6,16,13,14,18
Y7A5A.7,3,6,3,1
Y7A5A.8,1,2,1,1
Y7A5A.9,2,0,1,1
F59F4.1,689,617,642,640
F59F4.2,1574,1930,1992,2761
F59F4.3,436,386,382,451
acl-1,770,772,772,797
csb-1,1062,1059,898,1161
F53H4.2,3142,2849,2793,3153
F53H4.4,84,64,73,54
F53H4.5,215,146,141,133
F53H4.3,44,24,36,29
F31B9.1,2,5,8,5
F31B9.2,0,2,1,2
F31B9.3,206,192,208,219
E03G2.1,3,1,2,0
mrp-3,660,578,567,636
col-186,25,22,25,24
pqn-11,8,5,6,5
C09G1.2,6,3,3,8
C09G1.3,1,2,4,1
C09G1.4,164,139,139,124
nhx-1,180,163,145,144
B0395.2,289,221,286,228
B0395.3,1830,1726,1700,1918
T27A8.2,125,114,112,141
T27A8.3,1,2,0,2
T27A8.5,1,2,3,2
T27A8.4,0,0,0,0
col-187,5,3,10,0
C30F2.2,82,80,71,80
C30F2.3,81,70,65,70
ZK1073.2,111,98,111,101
ZK1073.1,1405,1193,1315,1283
F09C8.2,2675,2517,2714,2687
F09C8.1,2575,2234,2435,2712
R11.2,43,34,41,40
R11.1,647,587,519,631
R11.3,48,40,51,38
R11.4,103,114,144,138
F23A7.4,15,12,10,48
F23A7.1,23,19,18,30
F23A7.3,40,29,17,31
F23A7.5,22,24,25,18
W10G6.1,1,0,1,1
mua-6,2194,1889,1866,1797
ifa-3,2053,1681,1678,1666
sdc-1,2264,2092,2130,2367
F52E10.2,2,0,0,0
F52E10.3,0,0,0,0
F52E10.4,20,16,10,20
twk-21,20,9,16,7
C11G6.2,5,2,2,1
taf-3,937,955,856,987
ace-1,412,372,358,320
let-2,59124,55948,57635,58292
F01G12.1,1,1,3,0
F01G12.6,1284,1200,1120,1199
tbc-4,523,509,467,527
F38E9.6,25,36,41,53
F38E9.5,2472,2275,2332,2416
nas-39,471,438,445,481
F38E9.1,501,479,541,528
cah-3,1088,1104,1139,1139
K05G3.2,9,4,3,3
K05G3.1,5,2,2,1
T25D1.3,19,10,7,9
T25D1.2,3,0,2,7
T25D1.1,25,14,17,14
ztf-19,1273,1121,1219,1220
osm-1,667,605,549,619
K08B5.2,100,60,72,75
K08B5.1,37,24,30,33
cdh-9,391,344,372,412
F59C12.3,1899,1667,1402,1707
ain-1,7547,6918,6618,7561
C06G1.2,59,46,67,54
C06G1.5,795,650,675,720
F43B10.1,13,9,13,15
F22H10.3,869,1008,1023,1075
F22H10.2,39,31,31,62
F22H10.4,11,10,13,14
F22H10.5,10,9,9,10
F22H10.6,438,468,503,456
F22H10.1,1,0,0,2
hda-4,1501,1302,1380,1320
C10E2.2,52,38,45,44
C10E2.4,17,13,10,11
C10E2.5,6,10,5,5
C10E2.1,9,16,10,3
C10E2.6,4046,4012,3894,4313
T01C8.3,20,15,9,6
T01C8.2,183,152,158,225
mec-4,33,23,35,27
cas-1,5776,5613,5740,6055
F41G4.4,0,0,2,3
F41G4.5,5,7,9,7
F41G4.7,10,11,16,21
F41G4.1,39,28,20,27
F41G4.8,79,66,59,90
T20F7.5,115,105,116,119
T20F7.3,21,12,15,18
T20F7.6,1043,930,887,957
T20F7.1,1254,1231,1037,1240
T20F7.7,103,98,92,99
Y13C8A.1,20,9,11,10
F39F10.3,107,102,110,120
F39F10.2,3,1,2,1
F39F10.4,121,115,102,124
F39F10.5,0,0,0,0
C30E1.7,0,1,0,0
C30E1.6,1,0,3,1
C30E1.8,1,1,0,1
fbxb-114,31,18,35,27
C30E1.4,0,1,1,3
C30E1.3,4,2,1,2
C30E1.2,6,5,0,1
F52G3.3,15,8,6,10
F52G3.4,8,5,4,3
F52G3.1,4846,4659,4412,4945
F52G3.5,125,97,86,103
F35B3.3,0,1,0,0
F35B3.1,1,1,4,3
F35B3.4,28,14,25,13
pqn-34,3906,3819,3514,4030
F35B3.7,156,116,117,144
C30G4.2,1,2,2,1
gcy-11,248,231,225,262
C30G4.7,139,144,125,128
C30G4.5,0,4,4,5
C30G4.6,82,77,44,194
C08A9.3,2,1,7,5
sod-3,143,107,118,101
C08A9.6,281,286,243,235
sdz-2,247,240,202,212
C08A9.8,35,31,34,41
C08A9.9,24,19,18,25
K09E3.5,199,166,134,195
K09E3.6,58,48,43,50
K09E3.2,1,0,0,0
K09E3.4,4,2,4,2
K09E3.7,268,266,249,298
cnp-3,816,765,688,773
T23C6.4,1014,1024,916,1017
mdt-1.2,549,472,463,531
T23C6.5,46,53,48,50
B0302.4,1,2,3,2
B0302.2,6,1,5,4
kin-25,6973,6711,7130,7533
B0302.5,340,312,310,351
T08G2.2,130,97,124,111
acdh-10,4074,3977,4131,4281
acdh-7,3606,3692,3815,3912
rab-6.2,1039,965,1091,1050
T25G12.6,218,230,219,208
T25G12.3,24,21,25,32
dhs-30,981,914,895,1091
T25G12.1,18,8,13,7
Y40C7B.4,9,12,8,3
Y40C7B.3,0,0,0,1
Y40C7B.1,0,1,1,0
Y40C7B.5,0,0,0,0
C33E10.6,0,0,1,0
C33E10.5,7,7,9,3
C33E10.8,10,11,13,12
C33E10.10,2,2,5,0
fbxa-120,79,86,88,94
C33E10.1,16,12,16,19
C53C11.4,87409,82907,81177,92945
ptr-5,580,514,522,526
C53C11.2,18,17,12,26
C53C11.1,13,12,15,10
F10D7.1,34,43,34,36
F10D7.2,541,440,511,546
glutaredoxin,194,152,171,177
F10D7.4,16,10,5,9
F10D7.5,2759,2579,2686,2852
F11C7.2,33,28,28,30
crb-1,2196,1928,1856,2091
osm-11,9761,9909,10083,10783
pbo-6,50,39,44,35
C36E6.1,2791,2819,2852,3022
C36E6.2,1082,918,914,944
mlc-2,5389,4646,4715,5114
mlc-1,4442,4034,4089,3978
R106.1,0,1,0,3
R106.2,30,28,28,33
sup-10,45,48,61,42
F31A3.3,36,42,45,43
hlh-29,0,0,1,1
hlh-28,0,0,1,2
abu-3,2,1,1,1
F31A3.5,1028,1023,907,1137
F39B3.2,71,53,73,90
lec-9,2310,2188,2077,2264
C16H3.1,3,7,8,5
nlp-6,221,220,173,215
T23E7.2,13023,11216,12816,12199
cgt-2,187,188,204,202
6R55.2,1,6,3,3
cTel55X.1,1696,1652,1946,2107
F56C11.4,348,320,343,329
Y48G1A.4,2013,1961,1766,2039
wwp-1,19923,19918,19246,20994
spp-17,327,460,332,476
aps-3,2015,1729,1971,2041
rpl-17,24996,27798,29977,30871
Y92H12BL.1,2097,1970,1843,2079
Y92H12BL.5,715,703,600,687
lin-65,5579,5276,4839,5798
Y51F10.7,4064,3908,3727,4536
Y51F10.6,447,383,422,409
hex-4,1953,1936,1796,1835
Y51F10.10,1353,1256,1118,1230
Y51F10.3,1827,1925,1851,1966
Y51F10.2,8690,8937,8374,9403
rla-1,12114,13803,15256,14642
npp-13,8717,8327,8125,8778
tpxl-1,24113,23155,22429,25332
srbc-64,2,2,4,3
Y39G10AR.18,7286,7198,7225,7727
F23C8.13,187,186,215,206
M01B12.4,13241,12976,12471,13780
Y44E3A.6,10521,10044,9887,11035
Y47G6A.29,4461,4254,3675,4654
C32E8.6,28,31,23,9
decarbaxylase,13691,12810,13498,13826
kin-32,1967,1887,1755,1684
Y110A7A.20,24,28,18,12
npp-6,17914,16938,16357,18358
sem-2,988,870,916,943
F48C1.9,18,17,17,29
F46F11.1,9610,8632,7511,8558
noah-1,31992,28089,28630,30975
B0025.4,755,733,512,865
F57B10.14,325,379,235,713
W02D3.12,207,213,201,279
hrpf-1,7327,6857,6859,7919
E02D9.1,12445,12271,10975,12584
F15C11.2,15637,14989,14531,16598
D2030.11,435,406,330,424
F39H2.5,1703,1583,1510,1604
T08G11.1,48763,44582,42276,51821
fip-6,34,39,28,33
eat-16,1711,1614,1644,1644
fasciclin,1372,1203,1061,1257
Y106G6A.2,2293,2029,1874,2158
B0379.7,1,2,0,1
cdc-26,3074,3175,2907,3637
Y37F4.3,0,0,0,0
Y37F4.4,0,0,0,0
Y37F4.2,0,1,1,1
Y37F4.1,10,8,8,5
nlp-38,109,110,106,110
Y105E8A.1,106,74,52,81
Y105E8A.2,2517,2448,2258,2546
Y105E8A.3,4928,4792,4663,4972
ech-7,2061,1768,1935,2353
bbs-1,80,63,73,63
unc-95,492,490,548,549
Y105E8A.8,1578,1493,1383,1630
apg-1,5331,5082,4912,5237
Y105E8A.11,300,328,345,348
Y105E8A.13,42,30,40,46
Y105E8A.15,8,6,2,3
Y105E8A.14,1554,1444,1412,1625
rps-20,17059,17695,19656,19393
Y105E8A.19,2781,2670,2579,2838
Y105E8A.21,3579,3391,3306,3687
exc-4,1553,1304,1216,1341
Y105E8A.25,1381,1256,1207,1344
B0432.13,1312,1280,1110,1461
W08F4.12,17,27,27,34
Y57G7A.11,6,5,4,8
vig-1,65786,69957,63760,68228
C33C12.10,486,509,537,542
K09F6.9,118,108,87,114
K09F6.10,133,148,131,173
lgc-27,1465,1180,1250,1232
fbxb-88,241,198,229,267
C27D6.4,5492,5239,5082,5669
F07F6.7,59,78,76,72
F07F6.8,1702,1511,1308,1514
srx-114,0,0,1,1
C17G10.9,10977,10663,10851,11039
C25H3.7,2472,2354,2115,2573
C25H3.9,8981,8267,7959,8555
C18A3.10,42,31,17,33
H12I13.6,3,5,7,7
T14B4.3,1729,1568,1378,1605
ceh-38,10587,9636,8590,10459
T02G5.14,134,122,123,140
dyf-13,131,112,103,90
B0495.8,2623,2546,2149,2722
C06A8.1,13492,12074,12331,13690
ZK1067.8,207,178,212,237
kin-15,261,267,239,230
ZK1320.11,337,348,312,375
rsp-7,6469,6707,6026,6737
ptb-1,1095,953,1062,1007
Y62F5A.9,121,97,88,110
F43G6.11,503,380,405,491
hot-3,38,25,32,24
ctl-3,180,165,212,243
Y54G11A.14,48,57,46,77
gst-34,0,0,2,4
gst-35,67,51,55,48
C29F9.3,1595,1306,1291,1324
T17A3.12,9,5,6,11
pll-1,361,293,338,289
gsto-3,827,718,771,840
K10F12.7,2,0,2,1
T22F7.5,50,31,56,54
alh-11,4276,3590,3688,4158
F42G9.1,16232,15261,12530,16063
arx-4,2526,2383,2183,2559
zer-1,18730,17792,17744,19096
rab-18,3584,3685,3676,4082
Y82E9BR.20,5,9,16,12
F56F11.4,5522,5554,5485,5873
H06I04.1,3143,3125,3066,3579
C44B11.4,33,27,37,33
C44B11.6,37,42,33,43
C32A3.3,4778,4243,3581,4590
F34D10.7,149,108,124,112
T02C12.4,5,4,1,6
C35D10.17,133,147,112,188
kbp-2,485,413,369,488
wip-1,3828,4107,3981,4620
C45G9.6,722,579,478,674
C45G9.13,76,52,67,71
C45G9.10,0,8,4,2
sax-2,11732,10784,10045,11643
skpt-1,6636,6305,6612,7233
pqn-25,201,121,160,186
F09F7.7,1591,1390,1280,1645
F09F7.4,12647,11882,11725,12821
mlc-3,8258,7125,7765,7374
