feature	249_1813_B	291_37_C	294_1781_A	299_1781_A	310_37_C	318_1813_B
WBGene00202316	0	0	0	1	0	0
WBGene00202317	0	0	0	0	0	0
WBGene00202318	0	0	0	0	0	0
WBGene00202319	0	0	0	0	0	0
WBGene00202320	0	0	0	1	0	0
WBGene00202321	0	0	0	0	0	0
WBGene00202322	0	0	0	0	0	0
WBGene00202323	0	0	0	0	0	0
WBGene00202324	0	0	0	0	0	0
WBGene00202325	0	0	0	1	0	0
WBGene00202326	0	0	0	0	0	0
WBGene00202327	0	0	0	0	0	0
WBGene00202328	0	0	0	0	0	0
WBGene00202329	0	0	0	0	0	0
WBGene00202330	0	0	0	0	0	0
WBGene00202331	0	0	0	0	0	0
WBGene00202332	0	0	0	0	0	0
WBGene00202333	0	0	0	0	0	1
WBGene00202334	0	0	0	0	0	0
WBGene00202335	0	0	0	0	0	0
WBGene00202336	0	0	0	1	0	0
WBGene00202337	0	0	0	0	0	0
WBGene00202338	0	0	0	0	0	0
WBGene00202339	0	0	0	0	0	0
WBGene00202340	0	0	0	0	0	0
WBGene00202341	0	0	0	0	1	0
WBGene00202342	0	0	0	0	0	0
WBGene00202343	0	0	0	0	0	0
WBGene00202344	0	0	0	0	0	0
WBGene00202345	0	0	0	0	0	0
WBGene00202346	2	0	0	0	0	0
WBGene00202347	0	0	0	0	0	0
WBGene00202348	0	0	0	0	0	0
WBGene00202349	0	0	0	0	1	0
WBGene00202350	0	0	0	0	0	0
WBGene00202351	0	0	0	0	0	0
WBGene00202352	0	0	0	0	0	0
WBGene00202353	0	0	0	0	0	0
WBGene00202354	0	0	0	0	0	0
WBGene00202355	0	0	0	0	0	0
WBGene00202356	0	0	0	0	0	0
WBGene00202357	0	0	0	0	0	0
WBGene00202358	0	0	0	0	0	0
WBGene00202359	0	0	0	0	0	0
WBGene00202360	0	0	0	0	0	0
WBGene00202361	0	0	0	0	0	0
WBGene00202362	0	0	0	0	0	0
WBGene00202363	0	0	0	0	0	0
WBGene00202364	0	0	0	0	0	0
WBGene00202365	0	0	0	0	0	0
WBGene00202366	0	0	0	0	0	0
WBGene00202367	0	0	0	0	0	0
WBGene00202368	0	0	0	0	0	0
WBGene00202369	0	0	0	0	0	0
WBGene00202370	0	0	0	0	0	0
WBGene00202371	0	0	0	0	0	0
WBGene00202372	0	0	0	0	0	0
WBGene00202373	0	0	0	0	0	0
WBGene00202374	0	0	0	0	0	0
WBGene00202375	0	0	0	0	0	2
WBGene00202376	0	0	0	0	0	0
WBGene00202377	0	0	0	0	0	0
WBGene00202378	0	0	0	0	0	0
WBGene00202379	0	0	0	0	0	0
WBGene00202380	0	0	0	0	0	0
WBGene00202381	0	0	0	0	0	0
WBGene00202382	0	0	0	0	0	0
WBGene00202383	0	0	0	0	0	0
WBGene00202384	1	0	4	0	2	0
WBGene00202385	0	0	0	0	0	0
WBGene00202386	0	0	0	0	0	0
WBGene00202387	0	0	0	0	0	0
WBGene00202388	0	0	0	0	0	0
WBGene00202389	0	0	0	0	0	0
WBGene00202390	0	0	0	0	0	0
WBGene00202391	0	0	0	0	0	0
WBGene00202392	0	0	0	0	0	0
WBGene00202393	0	0	0	0	0	0
WBGene00202394	0	0	0	0	0	0
WBGene00202395	0	0	0	0	3	0
WBGene00202396	0	0	0	0	0	1
WBGene00202397	0	0	0	0	0	0
WBGene00202398	0	0	0	0	0	0
WBGene00202399	0	0	0	0	0	0
WBGene00202400	1	3	0	0	1	2
WBGene00202401	0	0	0	0	0	0
WBGene00202402	0	0	0	0	1	0
WBGene00202403	0	0	0	0	0	0
WBGene00202404	0	0	1	0	0	0
WBGene00202405	0	0	0	2	0	0
WBGene00202406	0	0	0	0	0	0
WBGene00202407	0	0	0	0	0	0
WBGene00202408	0	0	0	0	0	0
WBGene00202409	0	0	0	0	0	0
WBGene00202410	0	0	0	0	0	1
WBGene00202411	0	0	0	0	0	0
WBGene00202412	0	0	0	0	0	0
WBGene00202413	0	0	0	0	0	0
WBGene00202414	0	0	0	0	0	0
WBGene00202415	0	0	0	0	0	0
WBGene00202416	0	0	0	0	0	1
WBGene00202417	0	0	0	0	0	0
WBGene00202418	0	0	0	0	0	0
WBGene00202419	0	0	0	0	4	0
WBGene00202420	0	0	0	0	0	0
WBGene00202421	0	0	0	0	0	0
WBGene00202422	0	0	0	1	0	0
WBGene00202423	5	3	6	0	1	8
WBGene00202424	0	0	0	0	0	0
WBGene00202425	0	0	0	0	0	0
WBGene00202426	0	0	0	0	0	0
WBGene00202427	0	0	0	0	0	0
WBGene00202428	0	0	0	0	0	0
WBGene00202429	0	0	0	0	0	0
WBGene00202430	0	0	0	0	0	0
WBGene00202431	0	0	0	0	0	0
WBGene00202432	0	0	0	0	0	0
WBGene00202433	0	0	0	0	0	0
WBGene00202434	0	0	0	0	0	0
WBGene00202435	0	0	0	0	0	0
WBGene00202436	0	0	0	0	0	0
WBGene00202437	0	0	0	0	0	0
WBGene00202438	0	0	0	0	0	0
WBGene00202439	0	0	0	0	0	0
WBGene00202440	0	0	1	0	0	0
WBGene00202441	0	2	1	4	0	0
WBGene00202442	1	0	0	0	0	0
WBGene00202443	0	0	0	0	0	0
WBGene00202444	0	0	0	0	0	0
WBGene00202445	0	0	0	0	0	0
WBGene00202446	0	0	0	0	0	0
WBGene00202447	0	0	1	0	0	0
WBGene00202448	0	0	0	0	0	0
WBGene00202449	0	0	0	0	0	1
WBGene00202450	0	0	0	0	0	0
WBGene00202451	0	0	0	0	0	0
WBGene00202452	0	0	0	0	0	0
WBGene00202453	0	0	0	0	0	0
WBGene00202454	0	0	0	0	0	0
WBGene00202455	0	0	0	0	1	0
WBGene00202456	0	0	0	0	0	0
WBGene00202457	0	0	0	0	0	0
WBGene00202458	0	0	0	0	0	0
WBGene00202459	0	0	0	0	0	0
WBGene00202460	0	0	0	0	0	0
WBGene00202461	0	0	0	0	0	0
WBGene00202462	0	0	0	0	0	0
WBGene00202463	0	0	0	0	0	0
WBGene00202464	0	0	0	0	0	0
WBGene00202465	0	0	0	0	0	0
WBGene00202466	0	0	0	0	0	0
WBGene00202467	0	0	0	0	0	0
WBGene00202468	0	0	0	0	0	0
WBGene00202469	0	0	0	0	0	0
WBGene00202470	0	0	0	0	0	0
WBGene00202471	0	0	0	0	0	0
WBGene00202472	0	0	0	0	0	0
WBGene00202473	0	0	0	0	0	0
WBGene00202474	0	0	0	0	0	0
WBGene00202475	0	0	0	0	0	0
WBGene00202476	0	1	0	0	0	0
WBGene00202477	0	0	0	0	0	0
WBGene00202478	0	0	0	0	0	0
WBGene00202479	0	1	0	1	1	0
WBGene00202480	0	0	0	0	0	0
WBGene00202481	0	0	0	0	0	0
WBGene00202482	0	0	0	0	0	0
WBGene00202483	0	0	0	0	0	0
WBGene00202484	0	0	0	0	0	0
WBGene00202485	0	0	0	0	0	0
WBGene00202486	0	0	0	0	0	0
WBGene00202487	0	0	0	0	0	0
WBGene00202488	0	0	0	0	0	0
WBGene00202489	0	0	0	0	0	0
WBGene00202490	0	0	0	0	0	0
WBGene00202491	0	0	0	0	0	0
WBGene00202492	0	0	0	0	0	0
WBGene00202493	0	0	0	0	0	0
WBGene00202494	0	0	0	0	0	0
WBGene00202495	0	0	0	0	0	0
WBGene00202496	0	3	0	2	1	0
WBGene00202497	0	0	0	0	0	0
WBGene00202498	0	0	0	0	0	0
WBGene00202499	0	1	0	1	1	1
WBGene00202500	0	0	0	0	0	0
WBGene00202501	5	4	1	3	0	0
WBGene00202502	0	0	0	0	0	2
WBGene00202504	0	4	2	1	0	0
WBGene00202511	0	0	0	0	0	0
WBGene00202512	1	2	1	1	4	1
WBGene00202513	0	0	0	0	0	0
WBGene00202514	2	2	0	1	0	0
WBGene00206354	68	51	38	30	77	80
WBGene00206355	10	23	22	11	13	14
WBGene00206356	6	11	10	2	6	2
WBGene00206357	3	3	1	4	1	10
WBGene00206358	1	2	1	2	0	3
WBGene00206359	2	1	7	5	3	3
WBGene00206360	0	0	0	0	0	0
WBGene00206361	8	6	5	10	9	13
WBGene00206362	210	202	169	176	153	157
WBGene00206363	1	0	0	0	0	2
WBGene00206364	6	7	1	6	7	1
WBGene00206365	0	1	0	0	0	1
WBGene00206366	0	2	2	1	1	0
WBGene00206368	0	1	2	2	0	13
WBGene00206369	0	0	0	0	0	0
WBGene00206370	1	0	0	0	0	0
WBGene00206371	2	2	4	1	1	4
WBGene00206372	1	1	0	0	3	7
WBGene00206373	5	7	3	6	8	12
WBGene00206374	4	14	1	1	5	6
WBGene00206375	0	0	0	0	0	0
WBGene00206377	5	6	6	3	1	3
WBGene00206378	8	3	4	1	4	0
WBGene00206379	0	0	0	0	0	1
WBGene00206380	51	98	38	43	54	60
WBGene00206381	3	5	0	1	3	1
WBGene00206382	3	11	4	5	6	1
WBGene00206383	1	4	0	2	0	0
WBGene00206384	0	8	4	0	5	5
WBGene00206385	1	0	0	1	0	0
WBGene00206386	139	178	98	111	107	109
WBGene00206388	57	28	63	67	77	94
WBGene00206389	134	159	138	110	96	160
WBGene00206390	4	3	1	3	1	3
WBGene00206391	0	0	0	0	0	0
WBGene00206392	0	0	0	0	0	0
WBGene00206393	0	1	0	0	0	1
WBGene00206394	0	0	0	0	0	0
WBGene00206395	0	0	0	0	0	0
WBGene00206411	0	0	0	0	0	0
WBGene00206412	2	6	5	2	7	2
WBGene00206413	2	10	3	10	7	4
WBGene00206414	7	12	3	6	4	5
WBGene00206415	21	27	21	31	39	30
WBGene00206416	18	7	5	7	7	0
WBGene00206417	10	5	1	1	2	0
WBGene00206418	17	24	24	15	20	33
WBGene00206420	136	114	122	157	125	127
WBGene00206421	0	0	0	0	0	0
WBGene00206422	0	0	0	0	0	0
WBGene00206423	287	266	251	299	269	550
WBGene00206459	366	372	415	425	399	343
WBGene00206460	0	0	0	0	0	0
WBGene00206461	1	0	0	2	1	32
WBGene00206462	6	1	4	2	2	0
WBGene00206464	0	2	1	3	1	0
WBGene00206466	0	5	4	2	0	5
WBGene00206468	0	0	0	0	0	0
WBGene00206469	2	1	0	0	0	0
WBGene00206470	0	0	0	0	1	0
WBGene00206471	0	0	0	0	0	0
WBGene00206473	2	2	0	1	2	0
WBGene00206474	4	2	2	6	5	14
WBGene00206475	7	8	1	2	11	2
WBGene00206477	0	0	0	0	0	0
WBGene00206478	2	0	0	1	0	1
WBGene00206479	1	1	1	3	0	9
WBGene00206481	0	0	0	0	0	0
WBGene00206482	39	90	39	47	45	28
WBGene00206483	10	24	4	13	9	11
WBGene00206484	12	31	22	18	23	39
WBGene00206485	14	39	32	20	24	20
WBGene00206486	0	0	0	0	0	0
WBGene00206487	183	231	185	184	147	184
WBGene00206488	0	0	0	0	1	0
WBGene00206489	0	0	0	0	0	0
WBGene00206490	0	0	0	0	0	0
WBGene00206491	119	128	111	112	131	147
WBGene00206492	0	0	0	0	0	0
WBGene00206493	10	8	14	10	12	33
WBGene00206494	3	0	1	0	0	0
WBGene00206495	0	0	0	0	0	0
WBGene00206496	0	0	0	0	0	1
WBGene00206497	11	20	14	12	16	37
WBGene00206498	0	0	0	1	0	0
WBGene00206499	0	0	0	0	0	0
WBGene00206500	1	0	1	0	0	0
WBGene00206501	0	0	0	0	0	0
WBGene00206502	3	4	0	1	2	5
WBGene00206503	0	0	0	0	0	0
WBGene00206504	0	0	0	0	0	0
WBGene00206505	5	0	2	2	2	0
WBGene00206506	0	0	0	0	0	0
WBGene00206507	3	1	1	1	0	0
WBGene00206508	0	0	0	0	0	3
WBGene00206509	0	0	0	0	0	0
WBGene00206510	0	0	0	0	0	0
WBGene00206511	0	0	0	0	0	0
WBGene00206512	3	0	1	0	0	1
WBGene00206513	0	0	2	0	0	0
WBGene00206514	2	3	4	1	4	3
WBGene00206515	0	0	0	0	0	0
WBGene00206516	1	0	1	0	2	1
WBGene00206517	0	3	1	0	0	0
WBGene00206518	0	0	0	1	0	0
WBGene00206519	11	3	2	0	4	0
WBGene00206520	0	1	0	0	0	0
WBGene00206521	18	3	1	6	6	2
WBGene00206522	5	109	43	55	53	94
WBGene00206523	0	0	0	0	0	0
WBGene00206524	0	2	0	1	0	0
WBGene00206525	3	9	6	5	3	7
WBGene00206526	0	0	0	0	0	0
WBGene00206527	0	2	0	0	0	0
WBGene00206528	0	0	0	0	0	0
WBGene00206529	0	0	0	1	1	0
WBGene00206530	7	8	6	13	5	5
WBGene00206531	2	1	0	2	1	0
WBGene00206532	10	11	6	3	5	12
WBGene00206533	2	3	0	1	3	2
WBGene00206534	1	2	0	1	0	0
WBGene00206535	0	0	0	0	0	0
WBGene00206536	0	4	4	3	1	21
WBGene00206537	0	0	0	0	0	0
WBGene00206538	0	3	0	1	0	0
WBGene00215616	0	2	0	3	1	1
WBGene00219205	4	4	0	2	0	4
WBGene00219206	0	0	0	0	0	0
WBGene00219207	31	88	13	33	33	43
WBGene00219208	26	16	12	12	19	14
WBGene00219209	0	1	1	0	1	0
WBGene00219210	66	97	92	67	74	83
WBGene00219212	0	0	0	0	0	0
WBGene00219214	0	1	0	0	0	1
WBGene00219215	0	0	0	0	1	0
WBGene00219216	5	36	17	25	35	49
WBGene00219217	10	18	9	8	9	3
WBGene00219218	105	110	132	122	75	153
WBGene00219219	1	0	0	0	0	0
WBGene00219220	0	0	0	0	0	0
WBGene00219221	0	0	0	0	0	0
WBGene00219222	2	0	1	0	0	0
WBGene00219223	4	1	1	1	5	2
WBGene00219224	0	0	0	0	0	0
WBGene00219225	0	0	0	0	0	0
WBGene00219226	0	0	0	0	0	1
WBGene00219227	0	0	0	0	0	0
WBGene00219228	0	0	0	0	0	0
WBGene00219229	0	0	0	0	1	0
WBGene00219230	0	0	0	0	0	0
WBGene00219231	0	0	0	0	0	0
WBGene00219232	0	0	0	0	2	1
WBGene00219233	0	0	0	0	1	0
WBGene00219234	0	1	0	0	1	1
WBGene00219235	0	0	0	0	0	0
WBGene00219236	2	5	1	3	5	7
WBGene00219238	36	6	21	17	15	14
WBGene00219239	1	0	0	1	0	1
WBGene00219241	0	2	1	2	2	7
WBGene00219242	0	0	0	0	0	0
WBGene00219243	0	0	0	1	0	1
WBGene00219244	0	0	0	0	0	0
WBGene00219245	0	0	0	0	0	0
WBGene00219246	0	0	0	0	0	0
WBGene00219247	0	0	0	0	0	0
WBGene00219248	0	0	0	0	0	0
WBGene00219249	0	0	0	0	0	0
WBGene00219250	0	0	0	0	0	0
WBGene00219251	0	0	0	0	0	0
WBGene00219252	1	1	1	0	2	1
WBGene00219253	0	0	0	0	0	0
WBGene00219254	0	0	0	0	0	0
WBGene00219255	0	0	0	0	0	0
WBGene00219256	0	0	0	0	0	0
WBGene00219257	0	0	0	0	0	0
WBGene00219258	0	0	0	0	0	0
WBGene00219259	0	0	0	0	0	0
WBGene00219260	0	0	0	0	0	0
WBGene00219261	0	0	0	0	0	0
WBGene00219262	0	0	0	0	0	0
WBGene00219263	0	0	0	0	0	0
WBGene00219264	0	0	0	0	0	0
WBGene00219265	0	0	0	0	0	0
WBGene00219266	4	3	1	4	0	1
WBGene00219267	4	3	8	9	11	13
WBGene00219269	0	0	0	0	0	0
WBGene00219270	2	0	0	0	0	0
WBGene00219271	4	22	11	18	22	16
WBGene00219272	0	0	0	2	0	0
WBGene00219274	20	13	10	16	6	6
WBGene00219275	477	700	407	536	488	925
WBGene00219278	14	6	8	5	6	7
WBGene00219279	35	13	31	19	18	13
WBGene00219280	0	0	0	1	0	0
WBGene00219281	0	1	0	0	0	0
WBGene00219282	0	0	1	0	2	2
WBGene00219283	4	16	4	4	3	10
WBGene00219284	0	0	0	0	0	0
WBGene00219285	0	0	2	0	1	3
WBGene00219286	8	17	11	4	5	23
WBGene00219287	0	0	0	1	0	4
WBGene00219288	29	21	10	15	12	12
WBGene00219289	10	19	3	3	7	5
WBGene00219290	0	2	0	0	0	0
WBGene00219291	0	0	0	0	0	0
WBGene00219292	1	0	0	1	0	3
WBGene00219293	0	0	0	0	0	0
WBGene00219294	1	1	1	1	0	3
WBGene00219295	6	5	9	5	6	4
WBGene00219296	0	0	0	0	0	6
WBGene00219297	1	3	8	3	4	3
WBGene00219298	4	9	3	2	4	3
WBGene00219299	2	6	1	2	5	3
WBGene00219300	5	5	4	0	1	0
WBGene00219301	0	0	0	0	0	0
WBGene00219302	0	0	0	1	1	1
WBGene00219303	80	81	64	67	56	50
WBGene00219304	30	71	26	30	27	41
WBGene00219306	68	142	77	66	92	65
WBGene00219307	60	190	58	86	100	90
WBGene00219308	9	16	4	5	3	8
WBGene00219309	1	0	0	0	1	0
WBGene00219310	20	3	0	2	8	0
WBGene00219311	0	0	0	0	0	0
WBGene00219312	0	0	0	0	0	0
WBGene00219313	812	641	526	546	530	406
WBGene00219314	1	2	4	1	0	1
WBGene00219315	8	21	10	12	12	7
WBGene00219316	329	670	226	287	301	163
WBGene00219317	11	3	1	6	4	8
WBGene00219318	0	0	0	0	0	0
WBGene00219319	8	14	17	19	13	23
WBGene00219321	0	0	0	0	0	0
WBGene00219322	1	0	6	0	4	7
WBGene00219323	0	0	0	0	0	0
WBGene00219324	0	0	0	0	0	0
WBGene00219325	0	0	0	1	0	0
WBGene00219326	1	6	10	13	4	88
WBGene00219327	0	0	0	0	0	0
WBGene00219329	4	18	2	4	4	6
WBGene00219330	0	2	2	0	0	0
WBGene00219331	0	0	0	0	0	0
WBGene00219332	0	0	0	0	0	0
WBGene00219337	4	1	0	4	5	1
WBGene00219342	1	1	4	1	0	3
WBGene00219343	1	0	0	1	0	0
WBGene00219351	1	1	0	1	0	0
WBGene00219352	0	2	0	3	6	0
WBGene00219362	4	1	3	3	5	3
WBGene00219368	2	1	0	2	1	3
WBGene00219369	5	3	0	2	1	10
WBGene00219370	0	0	0	0	0	0
WBGene00219371	0	0	0	0	0	0
WBGene00219372	4	1	5	4	3	4
WBGene00219373	1	2	1	1	2	4
WBGene00219374	329	226	431	314	329	223
WBGene00219375	4	12	2	8	6	15
WBGene00219376	28	71	26	35	54	47
WBGene00219377	1	0	0	1	0	0
WBGene00219378	0	1	0	0	0	1
WBGene00219381	0	0	0	0	0	0
WBGene00219383	1	0	0	0	0	0
WBGene00219394	0	0	0	0	0	0
WBGene00219395	0	0	0	0	0	0
WBGene00219399	65	84	51	62	65	66
WBGene00219410	2	3	2	0	2	8
WBGene00219411	0	0	0	0	0	0
WBGene00219412	1	0	0	0	0	0
WBGene00219413	12	34	6	12	25	20
WBGene00219414	1	0	0	1	0	0
WBGene00219415	2	2	1	3	0	3
WBGene00219416	1	2	0	0	0	0
WBGene00219417	0	0	0	0	0	0
WBGene00219418	1	0	0	0	0	0
WBGene00219420	2	5	3	4	3	4
WBGene00219421	1	0	1	1	0	1
WBGene00219422	0	6	3	6	1	0
WBGene00219423	3	47	9	26	21	73
WBGene00219424	0	4	1	2	0	0
WBGene00219425	470	118	549	400	370	361
WBGene00219434	2	2	2	1	1	0
WBGene00219436	7	8	4	7	11	5
WBGene00219437	0	0	0	0	0	0
WBGene00219442	0	0	0	0	0	0
WBGene00219443	0	0	0	0	1	0
WBGene00219444	0	0	0	0	0	2
WBGene00219445	0	0	0	0	0	0
WBGene00219446	0	0	0	0	0	0
WBGene00219447	0	0	0	0	0	0
WBGene00219448	0	0	0	0	0	0
WBGene00219449	0	0	0	2	0	1
WBGene00219450	15	15	6	11	8	9
WBGene00219451	549	293	471	496	449	437
WBGene00219452	5	6	7	2	2	0
WBGene00219453	2	2	0	0	0	0
WBGene00219454	0	0	0	0	0	0
WBGene00219455	2	1	0	3	3	0
WBGene00219456	2	8	0	0	2	0
WBGene00219458	0	0	0	0	0	1
WBGene00219460	1	4	2	4	0	8
WBGene00219476	0	0	0	0	0	1
WBGene00219477	0	0	0	0	0	0
WBGene00219478	2	3	2	2	4	1
WBGene00219483	0	1	0	0	0	0
WBGene00219489	2	4	1	2	0	0
WBGene00219490	0	0	0	1	0	0
WBGene00219491	6	1	5	1	1	1
WBGene00219492	0	1	0	0	0	0
WBGene00219493	3	7	3	5	6	6
WBGene00219497	0	0	2	0	0	0
WBGene00219498	0	0	0	0	0	0
WBGene00219544	1	1	0	0	2	0
WBGene00219545	0	0	0	0	0	0
WBGene00219546	0	0	0	0	2	4
WBGene00219547	0	1	1	0	0	3
WBGene00219548	10	17	3	6	6	8
WBGene00219549	0	0	0	0	0	0
WBGene00219550	0	0	0	0	0	0
WBGene00219551	0	0	0	0	0	0
WBGene00219552	0	0	0	0	0	0
WBGene00219553	0	0	0	0	0	0
WBGene00219554	5	0	0	3	0	0
WBGene00219555	0	0	0	0	0	0
WBGene00219556	0	0	0	0	0	0
WBGene00219557	0	0	1	0	0	0
WBGene00219558	0	0	0	0	0	0
WBGene00219559	0	0	0	0	0	0
WBGene00219560	0	0	0	0	0	0
WBGene00219561	0	2	0	0	0	2
WBGene00219562	0	0	0	0	0	0
WBGene00219563	9	1	6	10	6	6
WBGene00219564	0	5	5	0	3	3
WBGene00219565	1	0	0	0	0	0
WBGene00219566	0	0	0	0	0	0
WBGene00219567	1	1	0	0	1	0
WBGene00219568	0	0	1	0	0	0
WBGene00219569	1	2	0	0	1	0
WBGene00219570	3	2	0	2	6	9
WBGene00219571	24	69	31	30	24	58
WBGene00219572	0	0	0	1	0	0
WBGene00219573	0	0	0	0	0	0
WBGene00219574	0	0	1	0	0	0
WBGene00219575	104	189	138	110	137	116
WBGene00219576	0	0	0	0	0	0
WBGene00219577	0	0	0	0	0	0
WBGene00219578	0	0	0	0	0	0
WBGene00219579	0	1	0	0	0	0
WBGene00219580	0	0	0	0	0	0
WBGene00219581	0	2	1	2	1	5
WBGene00219582	0	0	0	0	0	0
WBGene00219583	0	0	1	1	0	1
WBGene00219584	0	0	0	0	0	0
WBGene00219585	0	0	0	0	0	0
WBGene00219586	0	0	0	0	0	0
WBGene00219587	0	0	0	0	0	0
WBGene00219588	1	0	0	1	1	0
WBGene00219589	17	37	21	18	17	21
WBGene00219590	1	17	4	2	1	12
WBGene00219591	0	0	0	0	0	2
WBGene00219592	16	33	13	23	13	17
WBGene00219593	0	0	0	0	0	0
WBGene00219594	0	0	0	0	0	0
WBGene00219596	0	0	0	1	0	0
WBGene00219597	0	0	0	0	0	0
WBGene00219598	0	2	0	0	0	0
WBGene00219599	0	2	0	0	1	1
WBGene00219600	0	0	1	0	0	0
WBGene00219601	0	0	1	0	1	1
WBGene00219602	0	1	0	1	0	0
WBGene00219603	0	0	0	0	0	0
WBGene00219604	0	0	0	0	0	0
WBGene00219605	0	0	0	0	0	2
WBGene00219606	1	0	0	0	0	0
WBGene00219607	2	0	1	0	0	0
WBGene00219608	0	0	0	1	0	0
WBGene00219609	222	972	390	499	610	184
WBGene00219610	1	2	1	4	0	2
WBGene00219611	0	0	0	0	0	0
WBGene00219612	0	0	0	0	1	0
WBGene00219613	0	0	0	0	0	0
WBGene00219614	0	2	0	1	0	0
WBGene00219615	5	1	1	2	1	5
WBGene00219616	0	0	0	0	0	0
WBGene00219617	0	0	0	0	0	0
WBGene00219618	5	10	8	11	6	4
WBGene00219619	108	72	76	82	55	70
WBGene00219620	8	13	2	8	8	4
WBGene00219621	0	0	0	0	0	0
WBGene00219622	0	0	0	0	0	0
WBGene00219623	0	0	0	0	0	0
WBGene00219624	0	0	0	0	0	0
WBGene00219625	0	0	0	0	0	0
WBGene00219626	0	0	0	0	0	0
WBGene00219627	0	0	0	0	0	0
WBGene00219628	0	0	0	0	0	0
WBGene00219629	0	2	0	0	0	0
WBGene00219630	0	0	0	0	0	0
WBGene00219631	0	0	0	0	2	2
WBGene00219632	0	0	0	0	1	0
WBGene00219633	0	0	0	0	0	0
WBGene00219634	0	0	0	0	0	0
WBGene00219635	0	0	0	0	0	0
WBGene00219636	33	26	18	36	22	36
WBGene00219637	0	2	0	0	1	0
WBGene00219638	0	0	0	0	0	0
WBGene00219639	0	0	1	0	0	0
WBGene00219640	0	0	0	0	0	0
WBGene00219641	0	1	0	6	3	1
WBGene00219642	0	1	0	0	0	0
WBGene00219643	0	2	0	0	0	0
WBGene00219644	0	3	0	2	0	1
WBGene00219645	0	0	0	0	0	0
WBGene00219646	0	3	0	0	0	8
WBGene00219647	7	2	5	11	3	4
WBGene00219648	2	3	0	2	2	8
WBGene00219649	2	2	2	1	1	1
WBGene00219650	13	25	10	10	11	15
WBGene00219651	0	3	0	0	1	2
WBGene00219652	0	1	0	0	0	0
WBGene00219653	0	0	0	0	0	0
WBGene00219654	1	0	0	1	0	1
WBGene00219655	12	19	6	9	7	11
WBGene00219656	2	2	3	2	1	4
WBGene00219657	1	0	1	0	1	3
WBGene00219658	0	2	0	0	0	0
WBGene00219659	6	6	8	7	3	10
WBGene00219660	4	5	4	9	0	3
WBGene00219661	3	5	2	5	2	6
WBGene00219662	0	0	0	0	0	0
WBGene00219663	0	0	0	0	0	0
WBGene00219664	2	0	1	0	0	3
WBGene00219665	0	0	0	0	0	0
WBGene00219666	4	6	0	1	4	5
WBGene00219667	0	0	0	1	0	1
WBGene00219668	0	0	0	0	0	0
WBGene00219669	0	0	0	0	0	0
WBGene00219670	0	0	0	0	0	0
WBGene00219671	0	0	0	0	0	0
WBGene00219672	0	0	0	0	1	0
WBGene00219673	0	0	0	1	0	1
WBGene00219674	0	0	0	0	0	0
WBGene00219675	2	2	3	0	1	1
WBGene00219676	0	0	0	0	0	1
WBGene00219677	3	9	5	1	3	10
WBGene00219678	141	198	138	133	154	114
WBGene00219679	0	0	0	0	0	2
WBGene00219680	3	8	2	2	0	2
WBGene00219681	0	0	0	0	0	0
WBGene00219682	1	0	1	1	0	0
WBGene00219683	8	3	9	1	2	10
WBGene00219684	0	0	0	0	0	2
WBGene00219685	2	0	1	0	0	1
WBGene00219686	0	5	2	1	2	8
WBGene00219687	3	7	0	2	3	0
WBGene00219688	4	7	12	9	7	14
WBGene00219689	2	6	1	2	1	1
WBGene00219690	2	3	1	2	1	1
WBGene00219691	4	2	0	4	0	2
WBGene00219692	0	0	0	0	0	0
WBGene00219693	1	0	1	0	0	2
WBGene00219694	0	0	0	0	0	0
WBGene00219695	0	0	0	1	0	2
WBGene00219696	1	5	0	3	2	3
WBGene00219697	0	0	0	0	0	0
WBGene00219698	0	1	0	0	0	2
WBGene00219699	128	141	76	106	90	159
WBGene00219700	2	8	1	1	1	1
WBGene00219701	5	4	7	8	9	9
WBGene00219702	8	4	4	0	6	5
WBGene00219703	0	0	0	2	2	1
WBGene00219704	0	0	2	0	0	0
WBGene00219705	0	0	0	0	0	0
WBGene00219706	0	0	0	0	0	0
WBGene00219707	70	245	84	108	157	138
WBGene00219708	1	0	1	0	3	0
WBGene00219709	5	10	5	5	2	4
WBGene00219710	1	3	3	3	1	1
WBGene00219711	0	0	0	0	0	0
WBGene00219712	0	2	0	1	0	0
WBGene00219713	0	3	0	0	1	0
WBGene00219714	0	0	0	0	0	0
WBGene00219715	0	0	3	1	3	1
WBGene00219716	0	0	0	0	0	0
WBGene00219717	4	1	4	5	3	2
WBGene00219718	2	6	3	1	1	1
WBGene00219719	0	1	1	1	0	3
WBGene00219720	1	4	3	5	4	5
WBGene00219721	0	1	5	3	1	2
WBGene00219722	0	0	0	0	0	0
WBGene00219723	0	3	4	4	0	3
WBGene00219724	0	0	0	0	0	0
WBGene00219725	32	26	38	34	41	47
WBGene00219726	5	6	5	4	3	6
WBGene00219727	1	3	0	3	0	1
WBGene00219728	17	18	4	10	14	8
WBGene00219729	0	2	0	0	1	4
WBGene00219730	0	0	0	0	0	0
WBGene00219731	1	2	3	0	2	6
WBGene00219732	0	3	1	0	0	1
WBGene00219733	3	3	5	4	5	1
WBGene00219734	2	1	0	1	3	4
WBGene00219735	1	0	0	0	0	0
WBGene00219736	17	42	31	30	25	24
WBGene00219737	1	0	0	0	0	0
WBGene00219738	0	0	0	0	0	0
